,Movie name,Overview,Release_date,Rating,Genres,Runtime,Director,Language,Certification,Budget,Revenue,Url
14,¡Qué despadre! (2022),"Pedro is a single man in his forties who likes to party, has no children and lives at night. Everything changes when he meets Alin. She mentions to him that she is looking for her dad and that there is a high probability that it is him.",02/09/2022,81.0,"Comedy,Family,Romance", 1h 39m,Pedro Pablo Ibarra,Castilian,Not mentioned,-,-,https://www.themoviedb.org/movie/937337-que-despadre
15,Yaksha: Ruthless Operations (2022),"Nicknamed after a human-devouring spirit, the ruthless leader of an overseas black ops team takes up a dangerous mission in a city riddled with spies.",04/08/2022,62.0,Action," 2h 5m
",Na Hyun,Korean,15,-,-,https://www.themoviedb.org/movie/606402
16,The Grandmother (2022),"A Paris model must return to Madrid where her grandmother, who raised her, has had a stroke. But spending just a few days with this relative turns into an unexpected nightmare.",01/28/2022,60.0,Horror, 1h 40m,Paco Plaza,Castilian,16,-,-,https://www.themoviedb.org/movie/661791-la-abuela
17,All the Old Knives (2022),"When the CIA discovers one of its agents leaked information that cost more than 100 people their lives, veteran operative Henry Pelham is assigned to root out the mole with his former lover and colleague Celia Harrison.",04/08/2022,60.0,"Thriller,Action", 1h 42m,Janus Metz Pedersen,English,R,-,-,https://www.themoviedb.org/movie/294793-all-the-old-knives
18,Hotel Transylvania: Transformania (2022),"When Van Helsing's mysterious invention, the ""Monsterfication Ray,"" goes haywire, Drac and his monster pals are all transformed into humans, and Johnny becomes a monster. In their new mismatched bodies, Drac and Johnny must team up and race across the globe to find a cure before it's too late, and before they drive each other crazy.",02/25/2022,71.0,"Animation,Family,Fantasy,Comedy,Adventure", 1h 27m,"Derek Drymon , Jennifer Kluska",English,PG,-,-,https://www.themoviedb.org/movie/585083-hotel-transylvania-transformania
19,Blacklight (2022),Travis Block is a shadowy Government agent who specializes in removing operatives whose covers have been exposed. He then has to uncover a deadly conspiracy within his own ranks that reaches the highest echelons of power.,02/10/2022,62.0,"Action,Thriller", 1h 44m,Mark Williams,English,PG-13,"$43,000,000.00","$15,400,000.00",https://www.themoviedb.org/movie/823625-blacklight
20,The Adam Project (2022),"After accidentally crash-landing in 2022, time-traveling fighter pilot Adam Reed teams up with his 12-year-old self on a mission to save the future.",03/11/2022,70.0,"Action,Adventure,Comedy,Science Fiction", 1h 46m,Shawn Levy,English,PG-13,"$116,000,000.00","$471,000,000.00",https://www.themoviedb.org/movie/696806-the-adam-project
21,My Hero Academia: World Heroes' Mission (2021),"A mysterious group called Humarize strongly believes in the Quirk Singularity Doomsday theory which states that when quirks get mixed further in with future generations, that power will bring forth the end of humanity. In order to save everyone, the Pro-Heroes around the world ask UA Academy heroes-in-training to assist them and form a world-classic selected hero team. It is up to the heroes to save the world and the future of heroes in what is the most dangerous crisis to take place yet in My Hero Academia.",08/06/2021,74.0,"Animation,Action,Fantasy,Adventure", 1h 45m,Kenji Nagasaki,Japanese,PG-13,-,"$38,410,729.00",https://www.themoviedb.org/movie/768744-the-movie
22,Silverton Siege (2022),"After a failed sabotage mission, a trio of anti-apartheid freedom fighters ends up in a tense bank hostage situation. Based on a true story.",04/27/2022,66.0,"Action,Crime,Drama", 1h 40m,"Mandlakayise Walter Dube, Jr.",English,PG-13,-,-,https://www.themoviedb.org/movie/951470-silverton-siege
23,War of the Worlds: Annihilation (2021),A mother and son find themselves faced with a brutal alien invasion where survival will depend on discovering the unthinkable truth about the enemy.,12/22/2021,56.0,"Science Fiction,Action", 1h 53m,Maximilian Elfeldt,English,PG-13,-,-,https://www.themoviedb.org/movie/919689-war-of-the-worlds-annihilation
24,The Ice Age Adventures of Buck Wild (2022),The fearless one-eyed weasel Buck teams up with mischievous possum brothers Crash & Eddie as they head off on a new adventure into Buck's home: The Dinosaur World.,01/28/2022,69.0,"Animation,Comedy,Adventure,Family", 1h 22m,John C. Donkin,English,PG,-,-,https://www.themoviedb.org/movie/774825-the-ice-age-adventures-of-buck-wild
25,The eighth clause (2022),"Kat and Borja appear to be a perfect couple, but as in every marriage they keep secrets, lies and infidelities that will come to light the night an unexpected visitor arrives.",04/29/2022,41.0,Thriller,0,Koko Stambuk,Latin,Not mentioned,-,-,https://www.themoviedb.org/movie/956101-la-octava-clausula
26,Black Crab (2022),"To end an apocalyptic war and save her daughter, a reluctant soldier embarks on a desperate mission to cross a frozen sea carrying a top-secret cargo.",03/18/2022,62.0,"Action,Thriller", 1h 49m,Adam Berg,Swedish,R,-,-,https://www.themoviedb.org/movie/760868-svart-krabba
27,Venom: Let There Be Carnage (2021),"After finding a host body in investigative reporter Eddie Brock, the alien symbiote must face a new enemy, Carnage, the alter ego of serial killer Cletus Kasady.",10/01/2021,70.0,"Science Fiction,Action,Adventure", 1h 37m,Andy Serkis,English,PG-13,"$110,000,000.00","$500,000,000.00",https://www.themoviedb.org/movie/580489-venom-let-there-be-carnage
28,Fantastic Beasts: The Secrets of Dumbledore (2022),"Professor Albus Dumbledore knows the powerful, dark wizard Gellert Grindelwald is moving to seize control of the wizarding world. Unable to stop him alone, he entrusts magizoologist Newt Scamander to lead an intrepid team of wizards and witches. They soon encounter an array of old and new beasts as they clash with Grindelwald's growing legion of followers.",04/08/2022,68.0,"Fantasy,Adventure", 2h 22m,David Yates,English,PG-13,"$200,000,000.00","$363,000,000.00",https://www.themoviedb.org/movie/338953-fantastic-beasts-the-secrets-of-dumbledore
29,Sing 2 (2021),"Buster and his new cast now have their sights set on debuting a new show at the Crystal Tower Theater in glamorous Redshore City. But with no connections, he and his singers must sneak into the Crystal Entertainment offices, run by the ruthless wolf mogul Jimmy Crystal, where the gang pitches the ridiculous idea of casting the lion rock legend Clay Calloway in their show. Buster must embark on a quest to find the now-isolated Clay and persuade him to return to the stage.",12/22/2021,81.0,"Animation,Comedy,Family,Music", 1h 50m,David Yates,English,PG,"$85,000,000.00","$406,000,000.00",https://www.themoviedb.org/movie/438695-sing-2
30,Sonic the Hedgehog (2020),"Powered with incredible speed, Sonic The Hedgehog embraces his new home on Earth. That is, until Sonic sparks the attention of super-uncool evil genius Dr. Robotnik. Now it’s super-villain vs. super-sonic in an all-out race across the globe to stop Robotnik from using Sonic’s unique power for world domination.",02/14/2020,74.0,"Action,Science Fiction,Comedy,Family", 1h 39m,Jeff Fowler,English,PG,"$85,000,000.00","$306,766,470.00",https://www.themoviedb.org/movie/454626-sonic-the-hedgehog
31,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train (2020),"Tanjirō Kamado, joined with Inosuke Hashibira, a boy raised by boars who wears a boar's head, and Zenitsu Agatsuma, a scared boy who reveals his true power when he sleeps, boards the Infinity Train on a new mission with the Fire Hashira, Kyōjurō Rengoku, to defeat a demon who has been tormenting the people and killing the demon slayers who oppose it!",08/13/2021,84.0,"Animation,Action,Adventure,Fantasy", 1h 57m,Haruo Sotozaki,Japanese,UA,"$15,800,000.00","$503,063,688.00",https://www.themoviedb.org/movie/635302
32,Eternals (2021),"The Eternals are a team of ancient aliens who have been living on Earth in secret for thousands of years. When an unexpected tragedy forces them out of the shadows, they are forced to reunite against mankind’s most ancient enemy, the Deviants.",11/05/2021,71.0,"Science Fiction,Action,Adventure", 2h 36m,Chloé Zhao,English,PG-13,"$200,000,000.00","$402,027,582.00",https://www.themoviedb.org/movie/524434-eternals
33,Bull Shark (2022),A hungry shark begins feeding on unsuspecting lake goers in a small Texas town.,02/05/2022,53.0,Horror, 1h 20m,Brett Bentman,English,NR,-,-,https://www.themoviedb.org/movie/938596-bull-shark
34,Pil's Adventures (2021),"Pil, a little vagabond girl, lives on the streets of the medieval city of Roc-en-Brume, along with her three tame weasels. She survives of food stolen from the castle of the sinister Regent Tristain. One day, to escape his guards, Pil disguises herself as a princess. Thus she embarks upon a mad, delirious adventure, together with Crobar, a big clumsy guard who thinks she's a noble, and Rigolin, a young crackpot jester. Pil is going to have to save Roland, rightful heir to the throne under the curse of a spell. This adventure will turn the entire kingdom upside down, and teach Pil that nobility can be found in all of us.",08/11/2021,68.0,"Adventure,Animation,Comedy,Family,Fantasy", 1h 29m,Julien Fournet,French,U,-,"$3,114,766.00",https://www.themoviedb.org/movie/676705-pil
35,Crush (2022),"When an aspiring young artist is forced to join her high school track team, she uses it as an opportunity to pursue the girl she's been harboring a long-time crush on. But she soon finds herself falling for an unexpected teammate and discovers what real love feels like.",04/29/2022,74.0,"Comedy,Romance", 1h 32m,Sammi Cohen,English,16,-,-,https://www.themoviedb.org/movie/860159-crush
36,Morbius (2022),"Dangerously ill with a rare blood disorder, and determined to save others suffering his same fate, Dr. Michael Morbius attempts a desperate gamble. What at first appears to be a radical success soon reveals itself to be a remedy potentially worse than the disease.",04/01/2022,59.0,"Action,Science Fiction,Fantasy", 1h 44m,Daniel Espinosa,English,PG-13,"$75,000,000.00","$161,000,000.00",https://www.themoviedb.org/movie/526896-morbius
37,No Exit (2022),"Stranded at a rest stop in the mountains during a blizzard, a recovering addict discovers a kidnapped child hidden in a car belonging to one of the people inside the building which sets her on a terrifying struggle to identify who among them is the kidnapper.",02/25/2022,67.0,"Horror,Thriller", 1h 36m,Damien Power,English,R,-,-,https://www.themoviedb.org/movie/833425-no-exit
38,Shang-Chi and the Legend of the Ten Rings (2021),Shang-Chi must confront the past he thought he left behind when he is drawn into the web of the mysterious Ten Rings organization.,09/03/2021,77.0,"Action,Adventure,Fantasy,Science Fiction", 2h 12m,Destin Daniel Cretton,English,PG-13,"$150,000,000.00","$432,243,292.00",https://www.themoviedb.org/movie/566525-shang-chi-and-the-legend-of-the-ten-rings
39,The Jack in the Box: Awakening (2022),"When a vintage Jack-in-the-box is opened by a dying woman, she enters into a deal with the demon within that would see her illness cured in return for helping it claim six innocent victims.",02/24/2022,61.0,Horror, 1h 29m,Lawrence Fowler,English,15,-,-,https://www.themoviedb.org/movie/801071-the-jack-in-the-box-awakening
40,The Requin (2022),"A couple on a romantic getaway find themselves stranded at sea when a tropical storm sweeps away their villa. In order to survive, they are forced to fight the elements, while sharks circle below.",01/28/2022,47.0,Thriller, 1h 29m,Lê Văn Kiệt,English,R,-,-,https://www.themoviedb.org/movie/803114-the-requin
41,Gold (2022),"In the not-too-distant future, two drifters traveling through the desert stumble across the biggest gold nugget ever found and the dream of immense wealth and greed takes hold. They hatch a plan to excavate their bounty, with one man leaving to secure the necessary tools while the other remains with the gold. The man who remains must endure harsh desert elements, ravenous wild dogs, and mysterious intruders, while battling the sinking suspicion that he has been abandoned to his fate.",01/13/2022,64.0,"Thriller,Action", 1h 37m,Anthony Hayes,English,R,"$6,500,000.00",-,https://www.themoviedb.org/movie/760926-gold
42,Kimi (2022),"A tech worker with agoraphobia discovers recorded evidence of a violent crime but is met with resistance when she tries to report it. Seeking justice, she must do the thing she fears the most: she must leave her apartment.",02/10/2022,62.0,Thriller, 1h 29m,Steven Soderbergh,English,R,-,-,https://www.themoviedb.org/movie/800510-kimi
43,The In Between (2022),"After surviving a car accident that took the life of her boyfriend, a teenage girl believes he's attempting to reconnect with her from the after world.",02/11/2022,71.0,"Romance,Science Fiction,Drama", 1h 56m,Arie Posin,English,PG-13,-,-,https://www.themoviedb.org/movie/818750-the-in-between
44,Pirates of the Caribbean: On Stranger Tides (2011),"Captain Jack Sparrow crosses paths with a woman from his past, and he's not sure if it's love -- or if she's a ruthless con artist who's using him to find the fabled Fountain of Youth. When she forces him aboard the Queen Anne's Revenge, the ship of the formidable pirate Blackbeard, Jack finds himself on an unexpected adventure in which he doesn't know who to fear more: Blackbeard or the woman from his past.",05/20/2011,65.0,"Adventure,Action,Fantasy", 2h 17m,Rob Marshall,English,UA,"$380,000,000.00","$1,045,713,802.00",https://www.themoviedb.org/movie/1865-pirates-of-the-caribbean-on-stranger-tides
45,The King's Man (2021),"As a collection of history's worst tyrants and criminal masterminds gather to plot a war to wipe out millions, one man must race against time to stop them.",01/14/2022,69.0,"Action,Adventure,Thriller,War,Mystery", 2h 11m,Matthew Vaughn,English,R,"$100,000,000.00","$125,928,656.00",https://www.themoviedb.org/movie/476669-the-king-s-man
46,Pirates of the Caribbean: Dead Man's Chest (2006),Captain Jack Sparrow works his way out of a blood debt with the ghostly Davy Jones to avoid eternal damnation.,07/07/2006,73.0,"Adventure,Fantasy,Action", 2h 31m,Gore Verbinski,English,PG-13,"$200,000,000.00","$1,065,659,812.00",https://www.themoviedb.org/movie/58-pirates-of-the-caribbean-dead-man-s-chest
47,Resident Evil: Welcome to Raccoon City (2021),"Once the booming home of pharmaceutical giant Umbrella Corporation, Raccoon City is now a dying Midwestern town. The company’s exodus left the city a wasteland…with great evil brewing below the surface. When that evil is unleashed, the townspeople are forever…changed…and a small group of survivors must work together to uncover the truth behind Umbrella and make it through the night.",11/26/2021,62.0,"Horror,Action,Science Fiction", 1h 47m,Johannes Roberts,English,A,"$40,000,000.00","$38,600,612.00",https://www.themoviedb.org/movie/460458-resident-evil-welcome-to-raccoon-city
48,Scream (2022),"Twenty-five years after a streak of brutal murders shocked the quiet town of Woodsboro, a new killer has donned the Ghostface mask and begins targeting a group of teenagers to resurrect secrets from the town’s deadly past.",01/14/2022,68.0,"Horror,Mystery,Thriller,Comedy", 1h 54m,"Matt Bettinelli-Olpin , Tyler Gillett",English,R,"$24,000,000.00","$140,000,000.00",https://www.themoviedb.org/movie/646385-scream
49,The Seven Deadly Sins: Cursed by Light (2021),"With the help of the ""Dragon Sin of Wrath"" Meliodas and the worst rebels in history, the Seven Deadly Sins, the ""Holy War"", in which four races, including Humans, Goddesses, Fairies and Giants fought against the Demons, is finally over. At the cost of the ""Lion Sin of Pride"" Escanor's life, the Demon King was defeated and the world regained peace. After that, each of the Sins take their own path.",07/02/2021,79.0,"Animation,Fantasy", 1h 19m,Takayuki Hamana,Japanese,PG-13,-,-,https://www.themoviedb.org/movie/843241
50,The Boss Baby: Family Business (2021),The Templeton brothers — Tim and his Boss Baby little bro Ted — have become adults and drifted away from each other. But a new boss baby with a cutting-edge approach and a can-do attitude is about to bring them together again … and inspire a new family business.,07/02/2021,76.0,"Animation,Comedy,Adventure,Family", 1h 47m,Tom McGrath,English,PG,"$82,000,000.00","$146,745,280.00",https://www.themoviedb.org/movie/459151-the-boss-baby-family-business
51,Pirates of the Caribbean: The Curse of the Black Pearl (2003),"Jack Sparrow, a freewheeling 18th-century pirate, quarrels with a rival pirate bent on pillaging Port Royal. When the governor's daughter is kidnapped, Sparrow decides to help the girl's love save her.",08/15/2003,78.0,"Adventure,Fantasy,Action", 2h 23m,Gore Verbinski,English,UA,"$140,000,000.00","$655,011,224.00",https://www.themoviedb.org/movie/22-pirates-of-the-caribbean-the-curse-of-the-black-pearl
52,Tom and Jerry: Cowboy Up! (2022),"This time, the rivals team up to help a cowgirl and her brother save their homestead from a greedy land-grabber, and they’re going to need some help! Jerry’s three precocious nephews are all ready for action, and Tom is rounding up a posse of prairie dogs. But can a ragtag band of varmints defeat a deceitful desperado determined to deceive a damsel in distress? No matter what happens with Tom and Jerry in the saddle, it’ll be a rootin’ tootin’ good time!",01/25/2022,70.0,"Animation,Comedy,Family,Western", 1h 15m,Darrell Van Citters,English,NR,-,-,https://www.themoviedb.org/movie/892153-tom-and-jerry-cowboy-up
53,Pirates of the Caribbean: At World's End (2007),"Captain Barbossa, long believed to be dead, has come back to life and is headed to the edge of the Earth with Will Turner and Elizabeth Swann. But nothing is quite as it seems.",05/19/2007,72.0,"Adventure,Fantasy,Action", 2h 49m,Gore Verbinski,English,PG-13,"$300,000,000.00","$961,000,000.00",https://www.themoviedb.org/movie/285-pirates-of-the-caribbean-at-world-s-end
54,Ghostbusters: Afterlife (2021),"When a single mom and her two kids arrive in a small town, they begin to discover their connection to the original Ghostbusters and the secret legacy their grandfather left behind.",11/11/2021,77.0,"Fantasy,Comedy,Adventure"," 2h 4m
",Jason Reitman,English,PG-13,"$75,000,000.00","$191,000,000.00",https://www.themoviedb.org/movie/425909-ghostbusters-afterlife
55,2000 Mules (2022),"True the Vote has been working with Dinesh D’Souza to create a bombshell movie that uses footage they obtained of ballot boxes in key states across America to steal the election in 2020.  100 Percent Fed Up reports – Using geo-tracking devices, True the Vote was able to take footage from drop boxes across America in key states like Georgia and others to track over 2,000 ‘mules” wearing gloves and disguises to stuff ballot boxes.",05/02/2022,73.0,"Documentary,Crime",0,"Dinesh D'Souza , Debbie D'Souza , Bruce Schooley",English,NR,-,-,https://www.themoviedb.org/movie/933554-2000-mules
56,Last Man Down (2021),"After civilization succumbs to a deadly pandemic and his wife is murdered, a special forces soldier abandons his duty and becomes a hermit in the Nordic wilderness. Years later, a wounded woman appears on his doorstep. She's escaped from a lab and her pursuers believe her blood is the key to a worldwide cure. He's hesitant to get involved, but all doubts are cast aside when he discovers her pursuer is none other than Commander Stone, the man that murdered his wife some years ago.",10/19/2021,63.0,"Action,Thriller", 1h 27m,Fansu Njie,English,R,-,-,https://www.themoviedb.org/movie/860623-last-man-down
57,Dr. Strange (1978),A psychiatrist becomes the new Sorcerer Supreme of the Earth in order to battle an evil Sorceress from the past.,09/06/1978,63.0,"TV Movie,Action,Adventure,Fantasy,Science Fiction", 1h 33m,Philip DeGuere Jr.,English,Not mentioned,-,-,https://www.themoviedb.org/movie/50468-dr-strange
58,The House (2022),"Across different eras, a poor family, an anxious developer and a fed-up landlady become tied to the same mysterious house in this animated dark comedy.",01/14/2022,70.0,"Animation,Drama,Comedy,Horror", 1h 37m,"Emma De Swaef , Marc James Roels , Paloma Baeza , Niki Lindroth von Bahr",English,R,-,-,https://www.themoviedb.org/movie/926899-the-house
59,Restless (2022),"After going to extremes to cover up an accident, a corrupt cop's life spirals out of control when he starts receiving threats from a mysterious witness.",02/25/2022,60.0,"Action,Thriller,Crime", 1h 35m,Régis Blondeau,French,R,-,-,https://www.themoviedb.org/movie/928381-sans-repit
60,Texas Chainsaw Massacre (2022),"In this sequel, influencers looking to breathe new life into a Texas ghost town encounter Leatherface, an infamous killer who wears a mask of human skin.",02/18/2022,51.0,"Horror,Thriller", 1h 23m,David Blue Garcia,English,R,"$20,000,000.00",-,https://www.themoviedb.org/movie/632727-texas-chainsaw-massacre
61,The Matrix Resurrections (2021),"Plagued by strange memories, Neo's life takes an unexpected turn when he finds himself back inside the Matrix.",12/22/2021,67.0,"Science Fiction,Action,Adventure", 2h 28m,David Blue Garcia,English,R,"$190,000,000.00","$156,497,322.00",https://www.themoviedb.org/movie/624860-the-matrix-resurrections
62,Clifford the Big Red Dog (2021),"As Emily struggles to fit in at home and at school, she discovers a small red puppy who is destined to become her best friend. When Clifford magically undergoes one heck of a growth spurt, becomes a gigantic dog and attracts the attention of a genetics company, Emily and her Uncle Casey have to fight the forces of greed as they go on the run across New York City. Along the way, Clifford affects the lives of everyone around him and teaches Emily and her uncle the true meaning of acceptance and unconditional love.",11/10/2021,73.0,"Family,Adventure,Comedy,Fantasy", 1h 37m,Walt Becker,English,PG,"$64,000,000.00","$67,000,000.00",https://www.themoviedb.org/movie/585245-clifford-the-big-red-dog
63,The Contractor (2022),"After being involuntarily discharged from the U.S. Special Forces, James Harper decides to support his family by joining a private contracting organization alongside his best friend and under the command of a fellow veteran. Overseas on a covert mission, Harper must evade those trying to kill him while making his way back home.",04/01/2022,64.0,"Action,Thriller", 1h 43m,Tarik Saleh,English,R,-,-,https://www.themoviedb.org/movie/628900-the-contractor
64,Jackass Forever (2022),"Celebrate the joy of a perfectly executed shot to the groin as Johnny Knoxville, Steve-O and the rest of the gang return alongside some newcomers for one final round of hilarious, wildly absurd and often dangerous displays of stunts and comedy.",02/04/2022,69.0,"Comedy,Action", 1h 36m,Jeff Tremaine,English,R,"$10,000,000.00","$80,340,218.00",https://www.themoviedb.org/movie/656663-jackass-forever
65,Pirates of the Caribbean: Dead Men Tell No Tales (2017),"Thrust into an all-new adventure, a down-on-his-luck Capt. Jack Sparrow feels the winds of ill-fortune blowing even more strongly when deadly ghost sailors led by his old nemesis, the evil Capt. Salazar, escape from the Devil's Triangle. Jack's only hope of survival lies in seeking out the legendary Trident of Poseidon, but to find it, he must forge an uneasy alliance with a brilliant and beautiful astronomer and a headstrong young man in the British navy.",05/26/2017,66.0,"Adventure,Action,Fantasy"," 2h 9m
","Espen Sandberg , Joachim Rønning",English,PG-13,"$230,000,000.00","$794,861,794.00",https://www.themoviedb.org/movie/166426-pirates-of-the-caribbean-dead-men-tell-no-tales
66,Honeymoon With My Mother (2022),"José Luis has been jilted at the altar but everything has its bright side, and he goes on a honeymoon with his mother. On this trip, he discovers he doesn't know his mother and he loves her.",04/29/2022,64.0,Comedy, 1h 50m,Paco Caballero,Castilian,R21,-,-,https://www.themoviedb.org/movie/955971-amor-de-madre
67,Red Notice (2021),"An Interpol-issued Red Notice is a global alert to hunt and capture the world's most wanted. But when a daring heist brings together the FBI's top profiler and two rival criminals, there's no telling what will happen.",11/05/2021,68.0,"Action,Comedy,Crime,Thriller", 1h 58m,Rawson Marshall Thurber,English,PG-13,"$160,000,000.00","$178,143.00",https://www.themoviedb.org/movie/512195-red-notice
68,The Commando (2022),"An elite DEA agent returns home after a failed mission when his family makes an unexpected discovery in their house – a stash of money worth $3 million. They soon face the danger and threat of a newly released criminal and his crew, who will do whatever it takes to retrieve the money, including kidnap the agent’s daughters. Stakes are high and lives are at risk in this head-to-head battle as the agent stops at nothing to protect his family against the money-hungry criminals.",01/07/2022,66.0,"Action,Crime,Thriller", 1h 33m,Asif Akbar,English,R,-,-,https://www.themoviedb.org/movie/753232-the-commando
69,Desperate Riders (2022),"After Kansas Red rescues young Billy from a card-game shootout, the boy asks Red for help protecting his family from the outlaw Thorn, who’s just kidnapped Billy’s mother, Carol. As Red and Billy ride off to rescue Carol, they run into beautiful, tough-as-nails Leslie, who’s managed to escape Thorn’s men. The three race to stop Thorn’s wedding to Carol with guns a-blazing - but does she want to be rescued?",02/25/2022,61.0,"Western,Action", 1h 30m,Michael Feifer,English,PG-13,-,-,https://www.themoviedb.org/movie/928999-desperate-riders
70,Echoes of a Crime (2022),"Julián Lemar, a best-selling suspense writer, goes on vacation with his family to a cabin in the woods. During a strong storm, the power goes out and a woman shows up desperately asking for help: her husband killed her son and now he wants to kill her. From that moment on, danger and deception are a constant threat and for Julián a hellish night begins until he discovers the truth.",01/27/2022,72.0,"Thriller,Horror", 1h 24m,Cristian Bernard,Castilian,14,-,-,https://www.themoviedb.org/movie/842052-ecos-de-un-crimen
71,Fistful of Vengeance (2022),A revenge mission becomes a fight to save the world from an ancient threat when superpowered assassin Kai tracks a killer to Bangkok.,02/17/2022,54.0,"Action,Crime,Fantasy", 1h 34m,Roel Reiné,English,R,-,-,https://www.themoviedb.org/movie/890656-fistful-of-vengeance
72,PAW Patrol: The Movie (2021),Ryder and the pups are called to Adventure City to stop Mayor Humdinger from turning the bustling metropolis into a state of chaos.,08/20/2021,75.0,"Animation,Family,Adventure,Comedy", 1h 26m,Cal Brunker,English,G,"$26,000,000.00","$144,327,371.00",https://www.themoviedb.org/movie/675445-paw-patrol-the-movie
73,Fortress: Sniper's Eye (2022),"Weeks after the deadly assault on Fortress Camp, Robert makes a daring rescue to save Sasha, the widow of his old nemesis Balzary. But back in the camp's command bunker, it appears Sasha may have devious plans of her own. As a new attack breaks out, Robert is confronted with a familiar face he thought he'd never see again…",04/29/2022,59.0,"Crime,Action", 1h 27m,Josh Sternfeld,English,R,-,-,https://www.themoviedb.org/movie/883502-fortress-sniper-s-eye
74,The Northman (2022),"Prince Amleth is on the verge of becoming a man when his father is brutally murdered by his uncle, who kidnaps the boy's mother. Two decades later, Amleth is now a Viking who's on a mission to save his mother, kill his uncle and avenge his father.",04/22/2022,77.0,"Action,Adventure,Fantasy,Drama", 2h 17m,Robert Eggers,English,R,"$70,000,000.00","$51,585,000.00",https://www.themoviedb.org/movie/639933-the-northman
75,Fate/Grand Order Final Singularity – Grand Temple of Time: Solomon (2021),"The Chaldea Organization must deal with the Grand Temple of Solomon, the King of Magic, which has come to destroy the world.",07/30/2021,62.0,"Animation,Action,Adventure,Fantasy", 1h 34m,Toshifumi Akai,Japanese,Not mentioned,-,-,https://www.themoviedb.org/movie/829920-fate-grand-order
76,The Suicide Squad (2021),"Supervillains Harley Quinn, Bloodsport, Peacemaker and a collection of nutty cons at Belle Reve prison join the super-secret, super-shady Task Force X as they are dropped off at the remote, enemy-infused island of Corto Maltese.",08/06/2021,77.0,"Action,Adventure,Fantasy", 2h 12m,James Gunn,English,R,"$185,000,000.00","$167,417,425.00",https://www.themoviedb.org/movie/436969-the-suicide-squad
77,Avatar (2009),"In the 22nd century, a paraplegic Marine is dispatched to the moon Pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization.",08/27/2010,75.0,"Action,Adventure,Fantasy,Science Fiction", 2h 42m,James Cameron,English,PG-13,"$237,000,000.00","$2,847,246,203.00",https://www.themoviedb.org/movie/19995-avatar
78,Looop Lapeta (2022),"When her boyfriend loses a mobster's cash, Savi races against the clock to save the day — if only she can break out of a curious cycle of dead ends.",02/04/2022,63.0,"Action,Comedy,Crime", 2h 11m,Aakash Bhatia,Hindi,R,"$69,000,000.00",-,https://www.themoviedb.org/movie/783461
79,Nightmare Alley (2021),An ambitious carnival man with a talent for manipulating people with a few well-chosen words hooks up with a female psychiatrist who is even more dangerous than he is.,12/03/2021,70.0,"Crime,Drama,Thriller", 2h 30m,Guillermo del Toro,English,R,"$60,000,000.00","$39,629,195.00",https://www.themoviedb.org/movie/597208-nightmare-alley
80,Free Guy (2021),A bank teller called Guy realizes he is a background character in an open world video game called Free City that will soon go offline.,09/17/2021,77.0,"Comedy,Action,Adventure,Science Fiction", 1h 55m,Shawn Levy,English,UA,"$110,000,000.00","$331,096,766.00",https://www.themoviedb.org/movie/550988-free-guy
81,The Simpsons in Plusaversary (2021),"The Simpsons host a Disney+ Day party and everyone is on the list… except Homer. With friends from across the service and music fit for a Disney Princess, Plusaversary is Springfield's event of the year.",11/12/2021,66.0,"Animation,Comedy,Fantasy"," 4m
   ",David Silverman,English,G,-,-,https://www.themoviedb.org/movie/877183-the-simpsons-in-plusaversary
82,Mortal Kombat (2021),"Washed-up MMA fighter Cole Young, unaware of his heritage, and hunted by Emperor Shang Tsung's best warrior, Sub-Zero, seeks out and trains with Earth's greatest champions as he prepares to stand against the enemies of Outworld in a high stakes battle for the universe.",04/23/2021,72.0,"Action,Fantasy,Adventure", 1h 50m,Simon McQuoid,English,A,"$20,000,000.00","$83,601,013.00",https://www.themoviedb.org/movie/460465-mortal-kombat
83,Through My Window (2022),"Raquel's longtime crush on her next-door neighbor turns into something more when he starts developing feelings for her, despite his family's objections.",02/04/2022,76.0,"Romance,Drama", 1h 52m,Marçal Forés,Castilian,R,-,-,https://www.themoviedb.org/movie/818647-a-traves-de-mi-ventana
84,Avengers: Infinity War (2018),"As the Avengers and their allies have continued to protect the world from threats too large for any one hero to handle, a new danger has emerged from the cosmic shadows: Thanos. A despot of intergalactic infamy, his goal is to collect all six Infinity Stones, artifacts of unimaginable power, and use them to inflict his twisted will on all of reality. Everything the Avengers have fought for has led up to this moment - the fate of Earth and existence itself has never been more uncertain.",04/27/2018,83.0,"Adventure,Action,Science Fiction", 2h 29m,"Joe Russo , Anthony Russo",English,UA,"$300,000,000.00","$2,046,239,637.00",https://www.themoviedb.org/movie/299536-avengers-infinity-war
85,The Lost City (2022),"Follows a reclusive romance novelist who was sure nothing could be worse than getting stuck on a book tour with her cover model, until a kidnapping attempt sweeps them both into a cutthroat jungle adventure, proving life can be so much stranger, and more romantic, than any of her paperback fictions.",03/25/2022,69.0,"Adventure,Comedy,Romance", 1h 52m,"Adam Nee , Aaron Nee",English,PG-13,"$74,000,000.00","$148,000,000.00",https://www.themoviedb.org/movie/752623-the-lost-city
